case_id,state,land_category,location_type,tenure_type,land_area_m2,acquisition_area_m2,building_age_years,market_value_myr,statutory_disturbance_myr,relocation_allowance_myr,recommended_compensation_myr
CASE-2026-TR-00463,Terengganu,Agriculture,Suburban,Freehold,11265,4668,14,2299000,344800,8000,2651800
CASE-2026-TR-00464,Selangor,Building,Suburban,Malay Reserve,1133,1058,32,3100000,465000,8000,3573000
CASE-2026-TR-00465,Kedah,Building,Urban,Malay Reserve,2962,1602,14,4428000,664200,8000,5100200
CASE-2026-TR-00466,Pulau Pinang,Building,Suburban,Leasehold,906,745,37,1978000,296700,8000,2282700
CASE-2026-TR-00467,Melaka,Building,Suburban,Malay Reserve,1655,1278,17,3491000,523600,8000,4022600
CASE-2026-TR-00468,Johor,Building,Urban,Freehold,2007,502,36,1932000,289800,8000,2229800
CASE-2026-TR-00469,Selangor,Building,Rural,Freehold,1044,575,24,1729000,259400,8000,1996400
CASE-2026-TR-00470,Selangor,Building,Urban,Leasehold,2515,1038,23,4352000,652800,8000,5012800
CASE-2026-TR-00471,Perak,Building,Suburban,Leasehold,338,204,15,548000,82200,8000,638200
CASE-2026-TR-00472,Johor,Agriculture,Rural,Leasehold,16917,6327,0,3350000,502500,8000,3860500
CASE-2026-TR-00473,Pulau Pinang,Agriculture,Rural,Freehold,9465,3448,5,2149000,322400,8000,2479400
CASE-2026-TR-00474,Johor,Building,Urban,Freehold,1100,447,30,1839000,275800,8000,2122800
CASE-2026-TR-00475,Pulau Pinang,Agriculture,Rural,Leasehold,10313,4214,13,2570000,385500,8000,2963500
CASE-2026-TR-00476,Melaka,Agriculture,Urban,Freehold,4757,1210,0,950000,142500,8000,1100500
CASE-2026-TR-00477,Johor,Building,Suburban,Leasehold,735,442,17,1426000,213900,8000,1647900
CASE-2026-TR-00478,Melaka,Agriculture,Urban,Leasehold,15327,4780,18,3126000,468900,8000,3602900
CASE-2026-TR-00479,Selangor,Building,Suburban,Leasehold,900,569,6,2003000,300400,8000,2311400
CASE-2026-TR-00480,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,716,375,5,1759000,263800,8000,2030800
CASE-2026-TR-00481,Negeri Sembilan,Agriculture,Suburban,Leasehold,10737,5531,22,2976000,446400,8000,3430400
CASE-2026-TR-00482,Selangor,Building,Suburban,Leasehold,2715,1355,7,5437000,815600,8000,6260600
CASE-2026-TR-00483,Perak,Building,Rural,Leasehold,1992,1394,16,3027000,454000,8000,3489000
CASE-2026-TR-00484,Perak,Agriculture,Rural,Leasehold,9366,4581,24,1598000,239700,8000,1845700
CASE-2026-TR-00485,Johor,Agriculture,Suburban,Freehold,6136,1573,39,1010000,151500,8000,1169500
CASE-2026-TR-00486,Pahang,Building,Urban,Freehold,1446,525,30,1695000,254200,8000,1957200
CASE-2026-TR-00487,Pulau Pinang,Agriculture,Suburban,Freehold,2495,1025,17,832000,124800,8000,964800
CASE-2026-TR-00488,Pulau Pinang,Agriculture,Urban,Leasehold,2154,1131,36,864000,129600,8000,1001600
CASE-2026-TR-00489,Melaka,Building,Suburban,Leasehold,2647,2361,19,6944000,1041600,8000,7993600
CASE-2026-TR-00490,Perak,Agriculture,Rural,Freehold,9011,7737,6,3024000,453600,8000,3485600
CASE-2026-TR-00491,Johor,Building,Urban,Freehold,636,317,16,1253000,188000,8000,1449000
CASE-2026-TR-00492,Pulau Pinang,Agriculture,Suburban,Leasehold,19107,6710,3,4582000,687300,8000,5277300
CASE-2026-TR-00493,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,1901,1381,26,4950000,742500,8000,5700500
CASE-2026-TR-00494,Pahang,Building,Urban,Freehold,1449,1100,3,3921000,588200,8000,4517200
CASE-2026-TR-00495,Melaka,Building,Rural,Freehold,2146,1884,22,4814000,722100,8000,5544100
CASE-2026-TR-00496,Kelantan,Building,Suburban,Leasehold,2281,1958,37,3891000,583600,8000,4482600
CASE-2026-TR-00497,Kedah,Building,Suburban,Freehold,1560,604,17,1907000,286000,8000,2201000
CASE-2026-TR-00498,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Freehold,13017,11078,33,7961000,1194200,8000,9163200
CASE-2026-TR-00499,Pulau Pinang,Building,Suburban,Leasehold,1570,1169,21,4206000,630900,8000,4844900
CASE-2026-TR-00500,Selangor,Agriculture,Suburban,Freehold,8795,4774,7,3672000,550800,8000,4230800
CASE-2026-TR-00501,Melaka,Agriculture,Suburban,Leasehold,12492,8254,20,3798000,569700,8000,4375700
CASE-2026-TR-00502,Selangor,Building,Rural,Leasehold,235,114,6,394000,59100,8000,461100
CASE-2026-TR-00503,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,1555,886,33,3212000,481800,8000,3701800
CASE-2026-TR-00504,Pulau Pinang,Agriculture,Suburban,Freehold,14057,7399,22,4864000,729600,8000,5601600
CASE-2026-TR-00505,Terengganu,Building,Urban,Freehold,745,420,18,1181000,177200,8000,1366200
CASE-2026-TR-00506,Johor,Industry,Suburban,Leasehold,20641,13318,33,27898000,4184700,8000,32090700
CASE-2026-TR-00507,Perak,Building,Suburban,Freehold,1893,894,24,2121000,318200,8000,2447200
CASE-2026-TR-00508,Kedah,Agriculture,Urban,Malay Reserve,4663,2757,11,1555000,233200,8000,1796200
CASE-2026-TR-00509,Selangor,Agriculture,Urban,Leasehold,15515,4472,39,3735000,560200,8000,4303200
CASE-2026-TR-00510,Kelantan,Agriculture,Suburban,Leasehold,2654,905,6,431000,64600,8000,503600
CASE-2026-TR-00511,Selangor,Agriculture,Suburban,Freehold,13196,3011,28,2413000,362000,8000,2783000
CASE-2026-TR-00512,Kelantan,Agriculture,Rural,Leasehold,10446,5200,15,1749000,262400,8000,2019400
CASE-2026-TR-00513,Sarawak,Agriculture,Suburban,Malay Reserve,2877,951,38,460000,69000,8000,537000
CASE-2026-TR-00514,Melaka,Building,Urban,Freehold,1373,1230,10,3661000,549200,8000,4218200
CASE-2026-TR-00515,Melaka,Industry,Urban,Freehold,16198,11337,25,29073000,4361000,8000,33442000
CASE-2026-TR-00516,Terengganu,Building,Suburban,Freehold,1806,863,14,2504000,375600,8000,2887600
CASE-2026-TR-00517,Kelantan,Agriculture,Urban,Leasehold,4911,2201,26,1127000,169000,8000,1304000
CASE-2026-TR-00518,Johor,Building,Urban,Freehold,2412,615,24,2633000,395000,8000,3036000
CASE-2026-TR-00519,Negeri Sembilan,Building,Suburban,Freehold,838,630,16,1895000,284200,8000,2187200
CASE-2026-TR-00520,Melaka,Building,Suburban,Freehold,1287,1099,12,3271000,490600,8000,3769600
CASE-2026-TR-00521,Selangor,Agriculture,Suburban,Freehold,16863,9423,14,8098000,1214700,8000,9320700
CASE-2026-TR-00522,Kedah,Building,Suburban,Freehold,168,97,7,262000,39300,8000,309300
CASE-2026-TR-00523,Johor,Agriculture,Suburban,Leasehold,18836,9703,9,6523000,978400,8000,7509400
CASE-2026-TR-00524,Kedah,Agriculture,Urban,Freehold,14356,3066,30,1867000,280000,8000,2155000
CASE-2026-TR-00525,Pulau Pinang,Building,Urban,Freehold,595,329,36,1226000,183900,8000,1417900
CASE-2026-TR-00526,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Malay Reserve,1065,674,25,1890000,283500,8000,2181500
CASE-2026-TR-00527,Melaka,Industry,Suburban,Leasehold,18794,15494,3,35262000,5289300,8000,40559300
CASE-2026-TR-00528,Pahang,Agriculture,Urban,Malay Reserve,4248,867,1,581000,87200,8000,676200
CASE-2026-TR-00529,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Leasehold,2574,1755,18,1291000,193600,8000,1492600
CASE-2026-TR-00530,Pulau Pinang,Agriculture,Suburban,Freehold,8117,2357,29,1661000,249200,8000,1918200
CASE-2026-TR-00531,Selangor,Industry,Suburban,Leasehold,14521,7401,24,17450000,2617500,8000,20075500
CASE-2026-TR-00532,Selangor,Building,Urban,Freehold,2922,1189,1,5481000,822200,8000,6311200
CASE-2026-TR-00533,Pulau Pinang,Agriculture,Rural,Leasehold,7851,6315,38,2924000,438600,8000,3370600
CASE-2026-TR-00534,Selangor,Agriculture,Urban,Freehold,16266,7744,8,7540000,1131000,8000,8679000
CASE-2026-TR-00535,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Freehold,8378,2690,30,2160000,324000,8000,2492000
CASE-2026-TR-00536,Negeri Sembilan,Agriculture,Suburban,Leasehold,8523,7520,17,3680000,552000,8000,4240000
CASE-2026-TR-00537,Pahang,Building,Urban,Freehold,2192,683,34,2103000,315400,8000,2426400
CASE-2026-TR-00538,Terengganu,Building,Urban,Leasehold,1589,639,22,1682000,252300,8000,1942300
CASE-2026-TR-00539,Kelantan,Building,Urban,Leasehold,2797,1166,6,3773000,566000,8000,4347000
CASE-2026-TR-00540,Kedah,Building,Rural,Freehold,1656,1341,37,2296000,344400,8000,2648400
CASE-2026-TR-00541,Selangor,Building,Rural,Freehold,816,572,36,1418000,212700,8000,1638700
CASE-2026-TR-00542,Selangor,Agriculture,Suburban,Leasehold,10418,8035,11,6093000,914000,8000,7015000
CASE-2026-TR-00543,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,789,348,3,1860000,279000,8000,2147000
CASE-2026-TR-00544,Pulau Pinang,Building,Suburban,Freehold,2740,1131,7,4745000,711800,8000,5464800
CASE-2026-TR-00545,Johor,Building,Suburban,Freehold,1724,1550,11,4855000,728200,8000,5591200
CASE-2026-TR-00546,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,2566,2140,37,7202000,1080300,8000,8290300
CASE-2026-TR-00547,Selangor,Building,Urban,Freehold,628,287,15,1382000,207300,8000,1597300
CASE-2026-TR-00548,Johor,Building,Urban,Freehold,2547,1825,16,7041000,1056200,8000,8105200
CASE-2026-TR-00549,Sarawak,Agriculture,Urban,Freehold,2922,1034,6,682000,102300,8000,792300
CASE-2026-TR-00550,Sabah,Building,Rural,Leasehold,500,325,29,560000,84000,8000,652000
CASE-2026-TR-00551,Selangor,Building,Suburban,Freehold,2043,1507,27,5229000,784400,8000,6021400
CASE-2026-TR-00552,Terengganu,Building,Suburban,Leasehold,2812,2214,38,4539000,680800,8000,5227800
CASE-2026-TR-00553,Terengganu,Building,Suburban,Freehold,2207,976,36,2214000,332100,8000,2554100
CASE-2026-TR-00554,Perak,Building,Urban,Freehold,2452,1073,8,3650000,547500,8000,4205500
CASE-2026-TR-00555,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Freehold,587,449,26,1331000,199600,8000,1538600
CASE-2026-TR-00556,Kelantan,Industry,Urban,Freehold,19366,5180,20,13388000,2008200,8000,15404200
CASE-2026-TR-00557,Pulau Pinang,Building,Suburban,Freehold,651,247,20,949000,142400,8000,1099400
CASE-2026-TR-00558,Johor,Agriculture,Suburban,Freehold,14446,11176,32,5926000,888900,8000,6822900
CASE-2026-TR-00559,Selangor,Building,Suburban,Freehold,2751,1084,36,4057000,608600,8000,4673600
CASE-2026-TR-00560,Sabah,Building,Urban,Leasehold,814,263,3,942000,141300,8000,1091300
CASE-2026-TR-00561,Selangor,Industry,Suburban,Freehold,18619,13001,17,36099000,5414800,8000,41521800
CASE-2026-TR-00562,Kelantan,Agriculture,Suburban,Leasehold,4892,1703,9,808000,121200,8000,937200
CASE-2026-TR-00563,Kedah,Building,Suburban,Freehold,1903,887,5,2827000,424000,8000,3259000
CASE-2026-TR-00564,Negeri Sembilan,Agriculture,Suburban,Malay Reserve,4096,3387,36,1354000,203100,8000,1565100
CASE-2026-TR-00565,Pulau Pinang,Agriculture,Suburban,Freehold,19740,8115,34,5648000,847200,8000,6503200
CASE-2026-TR-00566,Kedah,Building,Urban,Freehold,1545,1294,36,3686000,552900,8000,4246900
CASE-2026-TR-00567,Selangor,Building,Suburban,Freehold,2581,744,39,2443000,366400,8000,2817400
CASE-2026-TR-00568,Kedah,Agriculture,Suburban,Malay Reserve,2237,1178,32,510000,76500,8000,594500
CASE-2026-TR-00569,Johor,Industry,Suburban,Freehold,22891,15827,7,37492000,5623800,8000,43123800
CASE-2026-TR-00570,Perak,Industry,Rural,Freehold,21104,14495,18,28587000,4288000,8000,32883000
CASE-2026-TR-00571,Melaka,Agriculture,Suburban,Freehold,5932,2430,38,1326000,198900,8000,1532900
CASE-2026-TR-00572,Johor,Industry,Urban,Freehold,24097,6143,13,20326000,3048900,8000,23382900
CASE-2026-TR-00573,Kedah,Industry,Rural,Freehold,10247,7829,3,14614000,2192100,8000,16814100
CASE-2026-TR-00574,Johor,Industry,Urban,Malay Reserve,22059,11940,13,29385000,4407800,8000,33800800
CASE-2026-TR-00575,Selangor,Agriculture,Suburban,Leasehold,10012,7910,9,4978000,746700,8000,5732700
CASE-2026-TR-00576,Johor,Building,Urban,Freehold,546,149,24,630000,94500,8000,732500
CASE-2026-TR-00577,Perak,Building,Suburban,Freehold,2855,1002,22,2647000,397000,8000,3052000
CASE-2026-TR-00578,Sarawak,Industry,Rural,Leasehold,8282,7007,25,11058000,1658700,8000,12724700
CASE-2026-TR-00579,Perak,Agriculture,Suburban,Freehold,12652,6273,32,3026000,453900,8000,3487900
CASE-2026-TR-00580,Pulau Pinang,Agriculture,Urban,Leasehold,8875,2205,25,1849000,277400,8000,2134400
CASE-2026-TR-00581,Johor,Agriculture,Suburban,Freehold,5215,3605,32,2144000,321600,8000,2473600
CASE-2026-TR-00582,Selangor,Building,Suburban,Freehold,2096,1579,28,5565000,834800,8000,6407800
CASE-2026-TR-00583,Negeri Sembilan,Building,Rural,Freehold,1272,885,23,1976000,296400,8000,2280400
CASE-2026-TR-00584,Kedah,Agriculture,Urban,Malay Reserve,5123,2481,12,1374000,206100,8000,1588100
CASE-2026-TR-00585,Johor,Agriculture,Rural,Malay Reserve,4544,3182,17,1321000,198200,8000,1527200
CASE-2026-TR-00586,Selangor,Building,Suburban,Freehold,1748,941,12,3712000,556800,8000,4276800
CASE-2026-TR-00587,Selangor,Agriculture,Urban,Freehold,19397,4443,30,3788000,568200,8000,4364200
CASE-2026-TR-00588,Johor,Building,Suburban,Leasehold,1714,620,14,1887000,283000,8000,2178000
CASE-2026-TR-00589,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Freehold,19812,15669,5,11460000,1719000,8000,13187000
CASE-2026-TR-00590,Selangor,Agriculture,Urban,Malay Reserve,7057,2403,21,1936000,290400,8000,2234400
CASE-2026-TR-00591,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,16450,14348,30,11986000,1797900,8000,13791900
CASE-2026-TR-00592,Negeri Sembilan,Industry,Rural,Leasehold,24806,20407,20,36192000,5428800,8000,41628800
CASE-2026-TR-00593,Kedah,Agriculture,Suburban,Freehold,18396,6422,24,3607000,541000,8000,4156000
CASE-2026-TR-00594,Melaka,Agriculture,Urban,Freehold,18251,16156,30,10167000,1525000,8000,11700000
CASE-2026-TR-00595,Selangor,Agriculture,Rural,Leasehold,10169,8128,31,3878000,581700,8000,4467700
CASE-2026-TR-00596,Johor,Industry,Suburban,Freehold,24519,19670,5,54658000,8198700,8000,62864700
CASE-2026-TR-00597,Johor,Agriculture,Suburban,Freehold,13926,11102,14,7118000,1067700,8000,8193700
CASE-2026-TR-00598,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Leasehold,9860,5374,12,4046000,606900,8000,4660900
CASE-2026-TR-00599,Pulau Pinang,Building,Rural,Leasehold,1704,710,35,1951000,292600,8000,2251600
CASE-2026-TR-00600,Selangor,Building,Urban,Leasehold,594,340,16,1501000,225200,8000,1734200
CASE-2026-TR-00601,Melaka,Agriculture,Suburban,Freehold,12000,3949,5,2504000,375600,8000,2887600
CASE-2026-TR-00602,Johor,Building,Suburban,Freehold,1142,863,37,2515000,377200,8000,2900200
CASE-2026-TR-00603,Negeri Sembilan,Agriculture,Suburban,Freehold,11951,3883,39,1933000,290000,8000,2231000
CASE-2026-TR-00604,Selangor,Agriculture,Urban,Freehold,7959,3068,21,2853000,428000,8000,3289000
CASE-2026-TR-00605,Pulau Pinang,Agriculture,Urban,Leasehold,19322,8949,14,6713000,1007000,8000,7728000
CASE-2026-TR-00606,Sarawak,Agriculture,Suburban,Freehold,2058,1566,10,887000,133000,8000,1028000
CASE-2026-TR-00607,Selangor,Agriculture,Urban,Freehold,3737,2382,34,1986000,297900,8000,2291900
CASE-2026-TR-00608,Pulau Pinang,Agriculture,Suburban,Freehold,13434,12049,21,7766000,1164900,8000,8938900
CASE-2026-TR-00609,Pulau Pinang,Agriculture,Suburban,Leasehold,10434,4127,16,3172000,475800,8000,3655800
CASE-2026-TR-00610,Kedah,Agriculture,Urban,Freehold,4972,1725,6,1049000,157400,8000,1214400
CASE-2026-TR-00611,Melaka,Agriculture,Urban,Leasehold,3313,2981,14,1618000,242700,8000,1868700
CASE-2026-TR-00612,Kelantan,Building,Urban,Leasehold,2092,1832,11,4213000,632000,8000,4853000
CASE-2026-TR-00613,Johor,Agriculture,Suburban,Leasehold,9642,8216,32,3787000,568000,8000,4363000
CASE-2026-TR-00614,Kedah,Building,Suburban,Freehold,2108,1068,28,2417000,362600,8000,2787600
CASE-2026-TR-00615,Pulau Pinang,Building,Urban,Freehold,2564,1320,20,5044000,756600,8000,5808600
CASE-2026-TR-00616,Selangor,Agriculture,Urban,Freehold,6498,4667,17,3945000,591800,8000,4544800
CASE-2026-TR-00617,Melaka,Agriculture,Urban,Leasehold,17346,3921,27,2652000,397800,8000,3057800
CASE-2026-TR-00618,Terengganu,Industry,Urban,Malay Reserve,6578,5802,12,10301000,1545200,8000,11854200
CASE-2026-TR-00619,Negeri Sembilan,Agriculture,Rural,Freehold,18608,14605,7,6132000,919800,8000,7059800
CASE-2026-TR-00620,Selangor,Building,Suburban,Leasehold,2432,1261,32,4440000,666000,8000,5114000
CASE-2026-TR-00621,Kedah,Industry,Urban,Freehold,15772,14901,25,32701000,4905200,8000,37614200
CASE-2026-TR-00622,Johor,Agriculture,Suburban,Leasehold,4722,3515,37,1934000,290100,8000,2232100
CASE-2026-TR-00623,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,2930,1301,29,4889000,733400,8000,5630400
CASE-2026-TR-00624,Selangor,Agriculture,Urban,Leasehold,13785,9209,2,7605000,1140800,8000,8753800
CASE-2026-TR-00625,Perak,Agriculture,Urban,Leasehold,6151,4513,29,2298000,344700,8000,2650700
CASE-2026-TR-00626,Selangor,Building,Rural,Freehold,1650,1544,33,4392000,658800,8000,5058800
CASE-2026-TR-00627,Perak,Industry,Suburban,Freehold,13641,12433,25,18926000,2838900,8000,21772900
CASE-2026-TR-00628,Pulau Pinang,Agriculture,Urban,Leasehold,18846,4562,11,4078000,611700,8000,4697700
CASE-2026-TR-00629,Pulau Pinang,Building,Suburban,Freehold,1914,1775,5,6865000,1029800,8000,7902800
CASE-2026-TR-00630,Selangor,Industry,Suburban,Freehold,10894,4856,22,15021000,2253200,8000,17282200
CASE-2026-TR-00631,Wilayah Persekutuan Putrajaya,Building,Urban,Leasehold,2949,1653,29,7240000,1086000,8000,8334000
CASE-2026-TR-00632,Johor,Agriculture,Suburban,Freehold,14190,6336,11,3956000,593400,8000,4557400
CASE-2026-TR-00633,Selangor,Building,Suburban,Freehold,667,628,35,2023000,303400,8000,2334400
CASE-2026-TR-00634,Pahang,Building,Suburban,Leasehold,2953,2229,10,6438000,965700,8000,7411700
CASE-2026-TR-00635,Pulau Pinang,Agriculture,Urban,Freehold,2975,2069,21,1657000,248600,8000,1913600
CASE-2026-TR-00636,Pulau Pinang,Building,Rural,Freehold,1808,1150,34,2922000,438300,8000,3368300
CASE-2026-TR-00637,Sabah,Building,Urban,Malay Reserve,1591,1491,30,3567000,535000,8000,4110000
CASE-2026-TR-00638,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,416,292,34,1098000,164700,8000,1270700
CASE-2026-TR-00639,Selangor,Agriculture,Suburban,Freehold,12542,4218,7,3467000,520000,8000,3995000
CASE-2026-TR-00640,Melaka,Building,Urban,Leasehold,198,183,37,469000,70400,8000,547400
CASE-2026-TR-00641,Wilayah Persekutuan Kuala Lumpur,Industry,Suburban,Leasehold,21247,5460,12,17191000,2578600,8000,19777600
CASE-2026-TR-00642,Negeri Sembilan,Agriculture,Rural,Freehold,9520,7538,6,3707000,556000,8000,4271000
CASE-2026-TR-00643,Kelantan,Building,Suburban,Malay Reserve,2393,953,2,2827000,424000,8000,3259000
CASE-2026-TR-00644,Selangor,Agriculture,Urban,Malay Reserve,8372,4924,10,3649000,547400,8000,4204400
CASE-2026-TR-00645,Selangor,Building,Rural,Leasehold,1960,1345,6,4429000,664400,8000,5101400
CASE-2026-TR-00646,Johor,Building,Suburban,Freehold,2727,2101,11,7013000,1052000,8000,8073000
CASE-2026-TR-00647,Selangor,Agriculture,Suburban,Malay Reserve,15750,3167,35,2104000,315600,8000,2427600
CASE-2026-TR-00648,Pulau Pinang,Agriculture,Urban,Leasehold,19100,12590,24,9195000,1379200,8000,10582200
CASE-2026-TR-00649,Sarawak,Building,Rural,Malay Reserve,781,343,28,759000,113800,8000,880800
CASE-2026-TR-00650,Terengganu,Building,Suburban,Freehold,2310,1338,33,2937000,440600,8000,3385600
CASE-2026-TR-00651,Selangor,Building,Suburban,Freehold,1144,504,14,2213000,332000,8000,2553000
CASE-2026-TR-00652,Pulau Pinang,Agriculture,Rural,Freehold,5768,3266,9,2030000,304500,8000,2342500
CASE-2026-TR-00653,Kelantan,Building,Urban,Freehold,954,262,6,941000,141200,8000,1090200
CASE-2026-TR-00654,Kelantan,Building,Urban,Leasehold,1115,657,1,1991000,298600,8000,2297600
CASE-2026-TR-00655,Pulau Pinang,Building,Suburban,Freehold,1737,1102,13,4215000,632200,8000,4855200
CASE-2026-TR-00656,Pulau Pinang,Building,Urban,Leasehold,420,338,31,1109000,166400,8000,1283400
CASE-2026-TR-00657,Selangor,Building,Urban,Freehold,2268,881,18,3716000,557400,8000,4281400
CASE-2026-TR-00658,Melaka,Agriculture,Urban,Leasehold,17754,10506,0,6881000,1032200,8000,7921200
CASE-2026-TR-00659,Johor,Agriculture,Rural,Leasehold,3309,1308,23,646000,96900,8000,750900
CASE-2026-TR-00660,Melaka,Building,Suburban,Leasehold,1923,1659,11,4236000,635400,8000,4879400
CASE-2026-TR-00661,Pulau Pinang,Building,Urban,Freehold,865,626,30,2502000,375300,8000,2885300
CASE-2026-TR-00662,Sabah,Agriculture,Urban,Freehold,14663,10583,26,6390000,958500,8000,7356500
CASE-2026-TR-00663,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,18529,14390,38,11841000,1776200,8000,13625200
CASE-2026-TR-00664,Melaka,Agriculture,Suburban,Leasehold,16500,3706,25,2049000,307400,8000,2364400
CASE-2026-TR-00665,Perak,Agriculture,Urban,Leasehold,12441,5489,3,3203000,480400,8000,3691400
CASE-2026-TR-00666,Selangor,Building,Suburban,Leasehold,2172,1268,1,5036000,755400,8000,5799400
CASE-2026-TR-00667,Pulau Pinang,Agriculture,Suburban,Leasehold,6331,3258,5,2288000,343200,8000,2639200
CASE-2026-TR-00668,Kedah,Agriculture,Urban,Freehold,6264,3638,13,2046000,306900,8000,2360900
CASE-2026-TR-00669,Pulau Pinang,Agriculture,Rural,Freehold,15003,7514,39,3710000,556500,8000,4274500
CASE-2026-TR-00670,Kedah,Building,Suburban,Leasehold,1956,921,20,2714000,407100,8000,3129100
CASE-2026-TR-00671,Pulau Pinang,Agriculture,Rural,Freehold,15376,4222,4,2596000,389400,8000,2993400
CASE-2026-TR-00672,Johor,Agriculture,Suburban,Freehold,5722,3659,31,2255000,338200,8000,2601200
CASE-2026-TR-00673,Perak,Agriculture,Urban,Freehold,4756,1283,30,766000,114900,8000,888900
CASE-2026-TR-00674,Kelantan,Building,Rural,Freehold,2462,2010,12,5139000,770800,8000,5917800
CASE-2026-TR-00675,Kelantan,Building,Suburban,Freehold,581,492,15,1306000,195900,8000,1509900
CASE-2026-TR-00676,Kedah,Industry,Rural,Freehold,17184,12947,34,19280000,2892000,8000,22180000
CASE-2026-TR-00677,Perak,Agriculture,Suburban,Leasehold,15934,13576,16,5737000,860600,8000,6605600
CASE-2026-TR-00678,Selangor,Building,Rural,Leasehold,1884,565,22,1816000,272400,8000,2096400
CASE-2026-TR-00679,Selangor,Agriculture,Urban,Leasehold,10859,4178,12,3409000,511400,8000,3928400
CASE-2026-TR-00680,Perak,Building,Urban,Freehold,2575,1122,1,3830000,574500,8000,4412500
CASE-2026-TR-00681,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,4511,2426,10,2550000,382500,8000,2940500
CASE-2026-TR-00682,Pulau Pinang,Building,Rural,Freehold,335,158,30,495000,74200,8000,577200
CASE-2026-TR-00683,Selangor,Agriculture,Suburban,Freehold,17248,13122,8,8969000,1345400,8000,10322400
CASE-2026-TR-00684,Kedah,Industry,Urban,Freehold,18253,9826,27,22086000,3312900,8000,25406900
CASE-2026-TR-00685,Pahang,Building,Suburban,Freehold,917,782,13,1905000,285800,8000,2198800
CASE-2026-TR-00686,Johor,Agriculture,Suburban,Leasehold,11597,4836,8,3062000,459300,8000,3529300
CASE-2026-TR-00687,Selangor,Agriculture,Urban,Leasehold,15050,13264,15,10076000,1511400,8000,11595400
CASE-2026-TR-00688,Selangor,Building,Urban,Malay Reserve,1162,528,33,2211000,331600,8000,2550600
CASE-2026-TR-00689,Selangor,Building,Rural,Leasehold,1636,948,38,2568000,385200,8000,2961200
CASE-2026-TR-00690,Pahang,Agriculture,Urban,Leasehold,16162,5428,19,2812000,421800,8000,3241800
CASE-2026-TR-00691,Terengganu,Building,Urban,Freehold,2443,663,15,1991000,298600,8000,2297600
CASE-2026-TR-00692,Selangor,Agriculture,Rural,Leasehold,17928,5929,4,3345000,501800,8000,3854800
CASE-2026-TR-00693,Johor,Agriculture,Urban,Leasehold,11858,2500,38,1857000,278600,8000,2143600
CASE-2026-TR-00694,Selangor,Building,Urban,Freehold,802,539,15,2450000,367500,8000,2825500
CASE-2026-TR-00695,Selangor,Building,Urban,Malay Reserve,1538,864,12,3665000,549800,8000,4222800
CASE-2026-TR-00696,Pulau Pinang,Industry,Urban,Freehold,16870,8741,32,26253000,3938000,8000,30199000
CASE-2026-TR-00697,Pulau Pinang,Building,Rural,Leasehold,779,447,16,1303000,195400,8000,1506400
CASE-2026-TR-00698,Selangor,Agriculture,Suburban,Freehold,13662,3060,33,2498000,374700,8000,2880700
CASE-2026-TR-00699,Johor,Agriculture,Rural,Leasehold,3344,805,31,358000,53700,8000,419700
CASE-2026-TR-00700,Melaka,Building,Urban,Freehold,160,109,15,419000,62800,8000,489800
CASE-2026-TR-00701,Perak,Agriculture,Urban,Leasehold,17588,13804,17,6422000,963300,8000,7393300
CASE-2026-TR-00702,Perlis,Building,Suburban,Freehold,402,217,30,499000,74800,8000,581800
CASE-2026-TR-00703,Selangor,Agriculture,Urban,Freehold,14006,9591,27,8484000,1272600,8000,9764600
CASE-2026-TR-00704,Pulau Pinang,Building,Urban,Freehold,427,189,18,823000,123400,8000,954400
CASE-2026-TR-00705,Perlis,Building,Suburban,Freehold,1950,1830,9,5275000,791200,8000,6074200
CASE-2026-TR-00706,Melaka,Building,Rural,Leasehold,923,557,21,1443000,216400,8000,1667400
CASE-2026-TR-00707,Selangor,Building,Suburban,Leasehold,393,177,20,702000,105300,8000,815300
CASE-2026-TR-00708,Selangor,Building,Urban,Malay Reserve,1883,1467,24,5698000,854700,8000,6560700
CASE-2026-TR-00709,Negeri Sembilan,Industry,Urban,Freehold,13779,7281,29,17759000,2663800,8000,20430800
CASE-2026-TR-00710,Kelantan,Building,Rural,Leasehold,2190,769,6,1689000,253400,8000,1950400
