case_id,state,land_category,location_type,tenure_type,land_area_m2,acquisition_area_m2,building_age_years,market_value_myr,statutory_disturbance_myr,relocation_allowance_myr,recommended_compensation_myr
CASE-2026-NW-00824,Johor,Agriculture,Suburban,Leasehold,18539,14147,27,8022000,1203300,8000,9233300
CASE-2026-NW-00825,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,10936,9093,33,7795000,1169200,8000,8972200
CASE-2026-NW-00826,Perak,Industry,Suburban,Freehold,24144,18551,32,31262000,4689300,8000,35959300
CASE-2026-NW-00827,Johor,Industry,Urban,Leasehold,8699,5299,30,14066000,2109900,8000,16183900
CASE-2026-NW-00828,Selangor,Agriculture,Rural,Leasehold,19287,17200,29,9135000,1370200,8000,10513200
CASE-2026-NW-00829,Selangor,Building,Urban,Malay Reserve,1765,929,35,3406000,510900,8000,3924900
CASE-2026-NW-00830,Kelantan,Industry,Rural,Freehold,4574,1795,12,2933000,440000,8000,3381000
CASE-2026-NW-00831,Selangor,Agriculture,Rural,Leasehold,4273,909,0,608000,91200,8000,707200
CASE-2026-NW-00832,Pulau Pinang,Agriculture,Rural,Leasehold,18879,6383,26,3848000,577200,8000,4433200
CASE-2026-NW-00833,Selangor,Industry,Rural,Freehold,2382,1238,29,2848000,427200,8000,3283200
CASE-2026-NW-00834,Sabah,Agriculture,Rural,Freehold,6760,2689,24,1219000,182800,8000,1409800
CASE-2026-NW-00835,Negeri Sembilan,Agriculture,Rural,Freehold,4116,1698,34,684000,102600,8000,794600
CASE-2026-NW-00836,Selangor,Agriculture,Suburban,Freehold,7043,4243,3,3184000,477600,8000,3669600
CASE-2026-NW-00837,Selangor,Agriculture,Urban,Leasehold,19568,5357,16,4890000,733500,8000,5631500
CASE-2026-NW-00838,Kedah,Industry,Suburban,Leasehold,6368,3967,17,7599000,1139800,8000,8746800
CASE-2026-NW-00839,Pulau Pinang,Building,Suburban,Leasehold,676,341,27,1216000,182400,8000,1406400
CASE-2026-NW-00840,Perak,Building,Suburban,Leasehold,967,786,14,1899000,284800,8000,2191800
CASE-2026-NW-00841,Melaka,Building,Suburban,Freehold,2225,1602,6,4668000,700200,8000,5376200
CASE-2026-NW-00842,Selangor,Agriculture,Rural,Leasehold,8816,2333,27,1412000,211800,8000,1631800
CASE-2026-NW-00843,Negeri Sembilan,Agriculture,Suburban,Freehold,5796,4882,16,2220000,333000,8000,2561000
CASE-2026-NW-00844,Terengganu,Agriculture,Suburban,Freehold,8024,6071,36,2689000,403400,8000,3100400
CASE-2026-NW-00845,Negeri Sembilan,Agriculture,Urban,Freehold,18564,4984,14,3361000,504200,8000,3873200
CASE-2026-NW-00846,Pulau Pinang,Industry,Urban,Freehold,8752,6156,35,17151000,2572600,8000,19731600
CASE-2026-NW-00847,Negeri Sembilan,Agriculture,Rural,Leasehold,6867,2955,31,1209000,181400,8000,1398400
CASE-2026-NW-00848,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,19069,9858,25,9350000,1402500,8000,10760500
CASE-2026-NW-00849,Johor,Building,Rural,Freehold,859,446,7,1273000,191000,8000,1472000
CASE-2026-NW-00850,Selangor,Agriculture,Suburban,Leasehold,4713,4226,3,2760000,414000,8000,3182000
CASE-2026-NW-00851,Kelantan,Industry,Suburban,Freehold,2135,1254,37,2081000,312200,8000,2401200
CASE-2026-NW-00852,Johor,Building,Suburban,Leasehold,462,285,39,770000,115500,8000,893500
CASE-2026-NW-00853,Terengganu,Agriculture,Suburban,Leasehold,8171,4018,8,1884000,282600,8000,2174600
CASE-2026-NW-00854,Pahang,Building,Suburban,Leasehold,868,269,34,626000,93900,8000,727900
CASE-2026-NW-00855,Perlis,Building,Urban,Freehold,341,289,28,782000,117300,8000,907300
CASE-2026-NW-00856,Johor,Agriculture,Urban,Freehold,2583,2284,26,1508000,226200,8000,1742200
CASE-2026-NW-00857,Pulau Pinang,Agriculture,Suburban,Malay Reserve,19228,10749,22,6724000,1008600,8000,7740600
CASE-2026-NW-00858,Pahang,Agriculture,Rural,Leasehold,12703,11102,1,3703000,555400,8000,4266400
CASE-2026-NW-00859,Kelantan,Building,Urban,Leasehold,940,752,33,1874000,281100,8000,2163100
CASE-2026-NW-00860,Pulau Pinang,Building,Rural,Freehold,1129,948,4,3268000,490200,8000,3766200
CASE-2026-NW-00861,Selangor,Agriculture,Suburban,Freehold,6469,2121,7,1766000,264900,8000,2038900
CASE-2026-NW-00862,Selangor,Building,Rural,Leasehold,1066,758,2,2500000,375000,8000,2883000
CASE-2026-NW-00863,Pulau Pinang,Building,Urban,Freehold,340,129,37,541000,81200,8000,630200
CASE-2026-NW-00864,Selangor,Building,Suburban,Freehold,2513,1579,34,5374000,806100,8000,6188100
CASE-2026-NW-00865,Kedah,Building,Urban,Leasehold,1689,843,13,2436000,365400,8000,2809400
CASE-2026-NW-00866,Selangor,Industry,Suburban,Leasehold,11759,5788,25,15319000,2297800,8000,17624800
CASE-2026-NW-00867,Pulau Pinang,Industry,Suburban,Malay Reserve,3467,3250,37,6920000,1038000,8000,7966000
CASE-2026-NW-00868,Johor,Building,Suburban,Leasehold,2830,2180,21,6196000,929400,8000,7133400
CASE-2026-NW-00869,Perak,Building,Suburban,Leasehold,2350,1232,37,2691000,403600,8000,3102600
CASE-2026-NW-00870,Johor,Agriculture,Urban,Malay Reserve,7586,6634,0,3924000,588600,8000,4520600
CASE-2026-NW-00871,Melaka,Building,Suburban,Leasehold,362,231,32,592000,88800,8000,688800
CASE-2026-NW-00872,Kelantan,Building,Suburban,Freehold,890,475,6,1233000,185000,8000,1426000
CASE-2026-NW-00873,Kelantan,Agriculture,Urban,Leasehold,9855,5187,26,2632000,394800,8000,3034800
CASE-2026-NW-00874,Selangor,Building,Suburban,Leasehold,2670,2294,15,7959000,1193800,8000,9160800
CASE-2026-NW-00875,Pulau Pinang,Building,Suburban,Leasehold,646,473,7,1574000,236100,8000,1818100
CASE-2026-NW-00876,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,450,204,32,805000,120800,8000,933800
CASE-2026-NW-00877,Terengganu,Industry,Urban,Leasehold,18100,15071,16,29988000,4498200,8000,34494200
CASE-2026-NW-00878,Johor,Agriculture,Suburban,Freehold,10258,4603,0,3062000,459300,8000,3529300
CASE-2026-NW-00879,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,17921,16086,28,14096000,2114400,8000,16218400
CASE-2026-NW-00880,Pulau Pinang,Building,Rural,Freehold,1343,1067,38,2662000,399300,8000,3069300
CASE-2026-NW-00881,Pulau Pinang,Building,Urban,Leasehold,604,207,6,876000,131400,8000,1015400
CASE-2026-NW-00882,Selangor,Agriculture,Suburban,Leasehold,6544,4809,36,3227000,484000,8000,3719000
CASE-2026-NW-00883,Sabah,Building,Rural,Malay Reserve,1073,641,28,1307000,196000,8000,1511000
CASE-2026-NW-00884,Sabah,Building,Suburban,Freehold,1610,1351,22,3718000,557700,8000,4283700
CASE-2026-NW-00885,Johor,Building,Urban,Freehold,1666,1263,33,3996000,599400,8000,4603400
CASE-2026-NW-00886,Johor,Building,Urban,Freehold,1834,1136,39,3907000,586000,8000,4501000
CASE-2026-NW-00887,Johor,Agriculture,Rural,Freehold,17462,5437,6,3292000,493800,8000,3793800
CASE-2026-NW-00888,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,10859,4625,9,4523000,678400,8000,5209400
CASE-2026-NW-00889,Negeri Sembilan,Agriculture,Suburban,Malay Reserve,2059,538,24,278000,41700,8000,327700
CASE-2026-NW-00890,Pahang,Building,Suburban,Freehold,575,196,29,531000,79600,8000,618600
CASE-2026-NW-00891,Pulau Pinang,Building,Urban,Leasehold,2239,1737,9,6546000,981900,8000,7535900
CASE-2026-NW-00892,Pahang,Building,Urban,Leasehold,311,97,34,278000,41700,8000,327700
CASE-2026-NW-00893,Perlis,Industry,Suburban,Freehold,6052,4801,4,10467000,1570000,8000,12045000
CASE-2026-NW-00894,Pulau Pinang,Building,Suburban,Freehold,958,343,33,1209000,181400,8000,1398400
CASE-2026-NW-00895,Selangor,Building,Urban,Freehold,884,715,18,3057000,458600,8000,3523600
CASE-2026-NW-00896,Selangor,Industry,Suburban,Freehold,15089,13614,11,38498000,5774700,8000,44280700
CASE-2026-NW-00897,Pulau Pinang,Agriculture,Suburban,Malay Reserve,10167,4682,8,3089000,463400,8000,3560400
CASE-2026-NW-00898,Wilayah Persekutuan Putrajaya,Building,Suburban,Malay Reserve,1301,979,33,2862000,429300,8000,3299300
CASE-2026-NW-00899,Melaka,Building,Rural,Freehold,2172,610,36,1454000,218100,8000,1680100
CASE-2026-NW-00900,Selangor,Building,Suburban,Freehold,1869,1562,20,5899000,884800,8000,6791800
CASE-2026-NW-00901,Melaka,Industry,Suburban,Freehold,10270,7498,3,20314000,3047100,8000,23369100
CASE-2026-NW-00902,Selangor,Building,Urban,Leasehold,2628,1276,35,4980000,747000,8000,5735000
CASE-2026-NW-00903,Johor,Building,Suburban,Leasehold,2686,1714,32,5129000,769400,8000,5906400
CASE-2026-NW-00904,Selangor,Building,Urban,Malay Reserve,1476,1136,33,4034000,605100,8000,4647100
CASE-2026-NW-00905,Johor,Building,Rural,Leasehold,2239,1116,20,2889000,433400,8000,3330400
CASE-2026-NW-00906,Selangor,Building,Suburban,Leasehold,1829,1419,29,4902000,735300,8000,5645300
CASE-2026-NW-00907,Johor,Building,Rural,Freehold,1359,679,1,1972000,295800,8000,2275800
CASE-2026-NW-00908,Kedah,Building,Urban,Leasehold,1588,1305,16,3929000,589400,8000,4526400
CASE-2026-NW-00909,Perak,Building,Suburban,Leasehold,2323,2000,6,6064000,909600,8000,6981600
CASE-2026-NW-00910,Johor,Agriculture,Suburban,Malay Reserve,7296,1691,39,942000,141300,8000,1091300
CASE-2026-NW-00911,Selangor,Building,Urban,Freehold,2437,668,36,3038000,455700,8000,3501700
CASE-2026-NW-00912,Perak,Agriculture,Suburban,Freehold,16007,6477,18,3154000,473100,8000,3635100
CASE-2026-NW-00913,Melaka,Building,Rural,Leasehold,2547,1835,4,5186000,777900,8000,5971900
CASE-2026-NW-00914,Pulau Pinang,Agriculture,Urban,Freehold,18008,10871,20,8484000,1272600,8000,9764600
CASE-2026-NW-00915,Melaka,Building,Suburban,Freehold,2393,1455,27,4362000,654300,8000,5024300
CASE-2026-NW-00916,Perak,Building,Suburban,Malay Reserve,647,371,37,806000,120900,8000,934900
CASE-2026-NW-00917,Kelantan,Building,Rural,Freehold,1407,693,4,1889000,283400,8000,2180400
CASE-2026-NW-00918,Pulau Pinang,Building,Urban,Freehold,2353,1029,29,4118000,617700,8000,4743700
CASE-2026-NW-00919,Terengganu,Building,Urban,Freehold,2895,1921,9,6545000,981800,8000,7534800
CASE-2026-NW-00920,Johor,Building,Suburban,Freehold,2700,1745,8,6437000,965600,8000,7410600
CASE-2026-NW-00921,Selangor,Building,Suburban,Freehold,2017,1751,26,6228000,934200,8000,7170200
CASE-2026-NW-00922,Pahang,Industry,Urban,Freehold,7797,6238,29,12614000,1892100,8000,14514100
CASE-2026-NW-00923,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,360,179,15,893000,134000,8000,1035000
CASE-2026-NW-00924,Perak,Agriculture,Urban,Freehold,7270,4950,22,2790000,418500,8000,3216500
CASE-2026-NW-00925,Kedah,Building,Suburban,Freehold,320,193,8,534000,80100,8000,622100
CASE-2026-NW-00926,Johor,Building,Suburban,Leasehold,2098,672,20,2244000,336600,8000,2588600
CASE-2026-NW-00927,Johor,Building,Suburban,Freehold,302,169,18,540000,81000,8000,629000
CASE-2026-NW-00928,Selangor,Agriculture,Suburban,Freehold,15119,9387,30,6724000,1008600,8000,7740600
CASE-2026-NW-00929,Kedah,Agriculture,Rural,Leasehold,14833,9151,38,3395000,509200,8000,3912200
CASE-2026-NW-00930,Sarawak,Agriculture,Suburban,Malay Reserve,12387,5851,25,2886000,432900,8000,3326900
CASE-2026-NW-00931,Perak,Agriculture,Rural,Leasehold,8550,4210,10,1701000,255200,8000,1964200
CASE-2026-NW-00932,Terengganu,Industry,Suburban,Leasehold,4703,3832,25,6331000,949600,8000,7288600
CASE-2026-NW-00933,Selangor,Agriculture,Suburban,Freehold,13566,7771,21,6032000,904800,8000,6944800
CASE-2026-NW-00934,Kedah,Agriculture,Urban,Freehold,16626,11910,4,6433000,965000,8000,7406000
CASE-2026-NW-00935,Melaka,Agriculture,Suburban,Leasehold,5409,3114,31,1551000,232600,8000,1791600
CASE-2026-NW-00936,Selangor,Building,Urban,Freehold,1235,521,20,2432000,364800,8000,2804800
CASE-2026-NW-00937,Terengganu,Building,Suburban,Leasehold,877,476,4,1250000,187500,8000,1445500
CASE-2026-NW-00938,Pulau Pinang,Building,Urban,Freehold,2820,1061,16,4761000,714200,8000,5483200
CASE-2026-NW-00939,Sabah,Building,Urban,Leasehold,421,371,18,1029000,154400,8000,1191400
CASE-2026-NW-00940,Pulau Pinang,Agriculture,Urban,Freehold,7423,5080,34,3848000,577200,8000,4433200
CASE-2026-NW-00941,Kedah,Building,Rural,Freehold,1454,371,22,862000,129300,8000,999300
CASE-2026-NW-00942,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,2867,718,1,3434000,515100,8000,3957100
CASE-2026-NW-00943,Kedah,Building,Suburban,Freehold,2592,1894,38,4577000,686600,8000,5271600
CASE-2026-NW-00944,Terengganu,Building,Rural,Freehold,2093,1953,21,4056000,608400,8000,4672400
CASE-2026-NW-00945,Terengganu,Building,Urban,Leasehold,677,538,5,1767000,265000,8000,2040000
CASE-2026-NW-00946,Pulau Pinang,Industry,Suburban,Malay Reserve,19661,16857,36,33645000,5046800,8000,38699800
CASE-2026-NW-00947,Wilayah Persekutuan Kuala Lumpur,Industry,Urban,Leasehold,5637,4727,18,15257000,2288600,8000,17553600
CASE-2026-NW-00948,Selangor,Building,Rural,Freehold,1122,439,35,1323000,198400,8000,1529400
CASE-2026-NW-00949,Wilayah Persekutuan Kuala Lumpur,Agriculture,Rural,Freehold,7484,3781,15,2603000,390400,8000,3001400
CASE-2026-NW-00950,Pulau Pinang,Agriculture,Urban,Freehold,10974,4937,27,4068000,610200,8000,4686200
CASE-2026-NW-00951,Selangor,Building,Urban,Leasehold,1096,801,23,3394000,509100,8000,3911100
CASE-2026-NW-00952,Perak,Agriculture,Urban,Leasehold,17983,5915,38,3264000,489600,8000,3761600
CASE-2026-NW-00953,Selangor,Building,Suburban,Leasehold,1489,896,13,3595000,539200,8000,4142200
CASE-2026-NW-00954,Negeri Sembilan,Industry,Rural,Leasehold,18638,16319,20,29052000,4357800,8000,33417800
CASE-2026-NW-00955,Perak,Agriculture,Urban,Leasehold,5209,4191,22,2026000,303900,8000,2337900
CASE-2026-NW-00956,Selangor,Agriculture,Suburban,Freehold,7494,3414,0,2823000,423400,8000,3254400
CASE-2026-NW-00957,Kedah,Agriculture,Urban,Freehold,2983,599,22,357000,53600,8000,418600
CASE-2026-NW-00958,Selangor,Building,Urban,Freehold,1850,788,1,3677000,551600,8000,4236600
CASE-2026-NW-00959,Kedah,Building,Urban,Leasehold,1192,1005,26,2560000,384000,8000,2952000
CASE-2026-NW-00960,Pahang,Building,Urban,Malay Reserve,905,580,33,1417000,212600,8000,1637600
CASE-2026-NW-00961,Kelantan,Building,Rural,Freehold,1730,640,32,1415000,212200,8000,1635200
CASE-2026-NW-00962,Johor,Industry,Urban,Freehold,24457,18306,9,55804000,8370600,8000,64182600
CASE-2026-NW-00963,Perak,Building,Rural,Freehold,2987,976,6,2584000,387600,8000,2979600
CASE-2026-NW-00964,Selangor,Building,Suburban,Freehold,1841,1436,6,5867000,880000,8000,6755000
CASE-2026-NW-00965,Melaka,Building,Rural,Freehold,1211,1063,19,2694000,404100,8000,3106100
CASE-2026-NW-00966,Johor,Agriculture,Rural,Freehold,12218,5464,18,3078000,461700,8000,3547700
CASE-2026-NW-00967,Selangor,Building,Suburban,Leasehold,2130,1607,37,4944000,741600,8000,5693600
CASE-2026-NW-00968,Melaka,Agriculture,Rural,Malay Reserve,15196,11476,32,4154000,623100,8000,4785100
CASE-2026-NW-00969,Kedah,Building,Rural,Freehold,2222,2014,4,5725000,858800,8000,6591800
CASE-2026-NW-00970,Wilayah Persekutuan Putrajaya,Building,Urban,Freehold,952,654,15,2758000,413700,8000,3179700
CASE-2026-NW-00971,Terengganu,Building,Urban,Freehold,164,132,31,339000,50800,8000,397800
CASE-2026-NW-00972,Sabah,Agriculture,Urban,Leasehold,7948,3865,7,2359000,353800,8000,2720800
CASE-2026-NW-00973,Kedah,Agriculture,Suburban,Freehold,7012,2263,0,1170000,175500,8000,1353500
CASE-2026-NW-00974,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,4145,2868,32,2681000,402200,8000,3091200
CASE-2026-NW-00975,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,1863,1541,25,6980000,1047000,8000,8035000
CASE-2026-NW-00976,Melaka,Building,Suburban,Freehold,2728,1250,2,4258000,638700,8000,4904700
CASE-2026-NW-00977,Selangor,Agriculture,Urban,Freehold,18959,11866,38,9995000,1499200,8000,11502200
CASE-2026-NW-00978,Pulau Pinang,Agriculture,Urban,Freehold,3352,2204,35,1728000,259200,8000,1995200
CASE-2026-NW-00979,Kelantan,Industry,Suburban,Leasehold,7019,6038,18,11776000,1766400,8000,13550400
CASE-2026-NW-00980,Johor,Agriculture,Suburban,Freehold,8175,2409,19,1645000,246800,8000,1899800
CASE-2026-NW-00981,Negeri Sembilan,Agriculture,Rural,Freehold,13483,4206,7,2093000,314000,8000,2415000
CASE-2026-NW-00982,Pulau Pinang,Building,Urban,Malay Reserve,566,178,18,730000,109500,8000,847500
CASE-2026-NW-00983,Terengganu,Building,Rural,Freehold,966,772,5,2077000,311600,8000,2396600
CASE-2026-NW-00984,Melaka,Building,Urban,Freehold,1730,796,39,2548000,382200,8000,2938200
CASE-2026-NW-00985,Sarawak,Building,Urban,Malay Reserve,1930,1352,28,3741000,561200,8000,4310200
CASE-2026-NW-00986,Perak,Agriculture,Urban,Leasehold,7222,3582,37,1788000,268200,8000,2064200
CASE-2026-NW-00987,Sabah,Industry,Suburban,Leasehold,3920,1355,35,2446000,366900,8000,2820900
CASE-2026-NW-00988,Kelantan,Building,Suburban,Leasehold,1065,933,26,2077000,311600,8000,2396600
CASE-2026-NW-00989,Selangor,Building,Suburban,Leasehold,491,412,38,1293000,194000,8000,1495000
CASE-2026-NW-00990,Johor,Agriculture,Suburban,Leasehold,15725,4562,9,3138000,470700,8000,3616700
CASE-2026-NW-00991,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,939,698,14,2983000,447400,8000,3438400
CASE-2026-NW-00992,Kelantan,Building,Urban,Freehold,2380,1363,9,4135000,620200,8000,4763200
CASE-2026-NW-00993,Selangor,Building,Rural,Freehold,1542,1461,3,4647000,697000,8000,5352000
CASE-2026-NW-00994,Sarawak,Agriculture,Urban,Freehold,2387,1378,13,861000,129200,8000,998200
CASE-2026-NW-00995,Johor,Agriculture,Suburban,Leasehold,19458,6706,33,3885000,582800,8000,4475800
CASE-2026-NW-00996,Perlis,Industry,Rural,Freehold,15571,11736,2,19656000,2948400,8000,22612400
CASE-2026-NW-00997,Negeri Sembilan,Building,Suburban,Leasehold,2301,858,27,2264000,339600,8000,2611600
CASE-2026-NW-00998,Wilayah Persekutuan Kuala Lumpur,Industry,Rural,Leasehold,15890,5048,3,15247000,2287000,8000,17542000
CASE-2026-NW-00999,Selangor,Agriculture,Urban,Leasehold,15307,9445,38,7675000,1151200,8000,8834200
CASE-2026-NW-01000,Pahang,Agriculture,Suburban,Leasehold,17887,11751,19,5583000,837400,8000,6428400
CASE-2026-NW-01001,Pulau Pinang,Building,Rural,Leasehold,327,301,26,775000,116200,8000,899200
CASE-2026-NW-01002,Selangor,Building,Suburban,Freehold,2142,1751,14,6233000,935000,8000,7176000
CASE-2026-NW-01003,Melaka,Agriculture,Suburban,Leasehold,2015,832,28,447000,67000,8000,522000
CASE-2026-NW-01004,Johor,Building,Suburban,Freehold,1546,586,14,2186000,327900,8000,2521900
CASE-2026-NW-01005,Pulau Pinang,Agriculture,Suburban,Leasehold,18206,11439,23,7141000,1071200,8000,8220200
CASE-2026-NW-01006,Selangor,Building,Suburban,Freehold,296,145,28,516000,77400,8000,601400
CASE-2026-NW-01007,Pahang,Building,Rural,Freehold,1105,1006,6,2484000,372600,8000,2864600
CASE-2026-NW-01008,Selangor,Agriculture,Suburban,Freehold,4229,3131,13,2317000,347600,8000,2672600
CASE-2026-NW-01009,Johor,Agriculture,Suburban,Freehold,6131,4630,5,2931000,439600,8000,3378600
CASE-2026-NW-01010,Johor,Agriculture,Urban,Malay Reserve,19908,11786,39,7383000,1107400,8000,8498400
CASE-2026-NW-01011,Negeri Sembilan,Building,Urban,Freehold,436,143,24,474000,71100,8000,553100
CASE-2026-NW-01012,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Malay Reserve,18296,5605,17,5352000,802800,8000,6162800
CASE-2026-NW-01013,Selangor,Building,Suburban,Freehold,580,302,28,1126000,168900,8000,1302900
CASE-2026-NW-01014,Kedah,Agriculture,Suburban,Leasehold,19917,10780,4,5139000,770800,8000,5917800
CASE-2026-NW-01015,Selangor,Agriculture,Urban,Leasehold,2301,1985,29,1534000,230100,8000,1772100
CASE-2026-NW-01016,Pulau Pinang,Building,Urban,Malay Reserve,1627,987,39,3446000,516900,8000,3970900
CASE-2026-NW-01017,Sarawak,Industry,Suburban,Freehold,23816,19080,17,37340000,5601000,8000,42949000
CASE-2026-NW-01018,Wilayah Persekutuan Putrajaya,Agriculture,Rural,Freehold,12341,3585,36,2089000,313400,8000,2410400
CASE-2026-NW-01019,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,18846,4658,19,4844000,726600,8000,5578600
CASE-2026-NW-01020,Perak,Building,Urban,Freehold,2235,1126,17,3802000,570300,8000,4380300
CASE-2026-NW-01021,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,2493,2195,36,7854000,1178100,8000,9040100
CASE-2026-NW-01022,Melaka,Building,Rural,Freehold,2557,645,28,1778000,266700,8000,2052700
CASE-2026-NW-01023,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Leasehold,1365,554,9,2086000,312900,8000,2406900
CASE-2026-NW-01024,Wilayah Persekutuan Putrajaya,Building,Suburban,Freehold,2895,883,8,3528000,529200,8000,4065200
CASE-2026-NW-01025,Johor,Building,Suburban,Freehold,1475,961,11,3373000,506000,8000,3887000
CASE-2026-NW-01026,Sarawak,Agriculture,Suburban,Malay Reserve,14755,9018,28,4315000,647200,8000,4970200
CASE-2026-NW-01027,Selangor,Agriculture,Suburban,Malay Reserve,7194,3867,39,2496000,374400,8000,2878400
CASE-2026-NW-01028,Perak,Building,Suburban,Freehold,1217,547,3,1755000,263200,8000,2026200
CASE-2026-NW-01029,Wilayah Persekutuan Kuala Lumpur,Industry,Suburban,Leasehold,18624,8331,33,24111000,3616600,8000,27735600
CASE-2026-NW-01030,Johor,Building,Urban,Freehold,1448,435,11,1760000,264000,8000,2032000
CASE-2026-NW-01031,Perak,Building,Suburban,Leasehold,1011,411,15,1194000,179100,8000,1381100
CASE-2026-NW-01032,Perak,Agriculture,Urban,Leasehold,19073,7483,18,3960000,594000,8000,4562000
CASE-2026-NW-01033,Wilayah Persekutuan Putrajaya,Agriculture,Urban,Freehold,13728,5739,6,5174000,776100,8000,5958100
CASE-2026-NW-01034,Selangor,Building,Urban,Leasehold,217,156,6,700000,105000,8000,813000
CASE-2026-NW-01035,Pahang,Industry,Suburban,Leasehold,3357,2649,35,4669000,700400,8000,5377400
CASE-2026-NW-01036,Pulau Pinang,Agriculture,Urban,Leasehold,2832,1737,11,1398000,209700,8000,1615700
CASE-2026-NW-01037,Kedah,Agriculture,Suburban,Malay Reserve,5787,4475,23,1970000,295500,8000,2273500
CASE-2026-NW-01038,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,4113,2740,34,2340000,351000,8000,2699000
CASE-2026-NW-01039,Pulau Pinang,Agriculture,Urban,Freehold,5526,3144,4,2849000,427400,8000,3284400
CASE-2026-NW-01040,Kedah,Building,Urban,Leasehold,248,203,4,668000,100200,8000,776200
CASE-2026-NW-01041,Selangor,Industry,Urban,Leasehold,1966,1565,20,4592000,688800,8000,5288800
CASE-2026-NW-01042,Perak,Agriculture,Suburban,Freehold,6224,5561,16,2333000,350000,8000,2691000
CASE-2026-NW-01043,Kedah,Industry,Suburban,Leasehold,21906,14635,23,26616000,3992400,8000,30616400
CASE-2026-NW-01044,Kedah,Agriculture,Suburban,Freehold,4055,1532,3,760000,114000,8000,882000
CASE-2026-NW-01045,Wilayah Persekutuan Labuan,Building,Urban,Malay Reserve,2488,1983,22,5902000,885300,8000,6795300
CASE-2026-NW-01046,Selangor,Agriculture,Urban,Leasehold,8876,6940,10,5552000,832800,8000,6392800
CASE-2026-NW-01047,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,1305,769,9,3808000,571200,8000,4387200
CASE-2026-NW-01048,Perlis,Industry,Rural,Malay Reserve,15118,8636,2,15641000,2346200,8000,17995200
CASE-2026-NW-01049,Johor,Agriculture,Suburban,Freehold,9181,3541,7,2472000,370800,8000,2850800
CASE-2026-NW-01050,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Leasehold,18892,8161,13,6930000,1039500,8000,7977500
CASE-2026-NW-01051,Pulau Pinang,Industry,Rural,Leasehold,16620,9177,31,18673000,2801000,8000,21482000
CASE-2026-NW-01052,Pulau Pinang,Industry,Urban,Freehold,19604,15083,19,43445000,6516800,8000,49969800
CASE-2026-NW-01053,Johor,Agriculture,Urban,Leasehold,9722,5570,39,3674000,551100,8000,4233100
CASE-2026-NW-01054,Johor,Agriculture,Urban,Leasehold,2182,1166,31,760000,114000,8000,882000
CASE-2026-NW-01055,Kedah,Agriculture,Urban,Freehold,11129,4777,23,2961000,444200,8000,3413200
CASE-2026-NW-01056,Kedah,Agriculture,Rural,Freehold,15473,5763,31,2409000,361400,8000,2778400
CASE-2026-NW-01057,Negeri Sembilan,Agriculture,Rural,Leasehold,7017,1852,33,741000,111200,8000,860200
CASE-2026-NW-01058,Selangor,Building,Urban,Malay Reserve,934,295,32,1210000,181500,8000,1399500
CASE-2026-NW-01059,Perak,Building,Urban,Freehold,1233,1092,23,3229000,484400,8000,3721400
CASE-2026-NW-01060,Selangor,Agriculture,Suburban,Leasehold,3986,1070,12,813000,122000,8000,943000
CASE-2026-NW-01061,Kedah,Industry,Suburban,Freehold,22205,18920,2,37332000,5599800,8000,42939800
CASE-2026-NW-01062,Perlis,Agriculture,Urban,Leasehold,17397,7270,35,3751000,562600,8000,4321600
CASE-2026-NW-01063,Pulau Pinang,Agriculture,Rural,Freehold,3367,768,29,472000,70800,8000,550800
CASE-2026-NW-01064,Kedah,Agriculture,Suburban,Leasehold,13993,4749,36,2300000,345000,8000,2653000
CASE-2026-NW-01065,Negeri Sembilan,Building,Urban,Freehold,1692,1420,9,4994000,749100,8000,5751100
CASE-2026-NW-01066,Johor,Agriculture,Urban,Freehold,10966,7118,1,5433000,815000,8000,6256000
CASE-2026-NW-01067,Perak,Industry,Suburban,Freehold,6951,6183,15,12669000,1900400,8000,14577400
CASE-2026-NW-01068,Sarawak,Building,Suburban,Freehold,1027,377,17,1226000,183900,8000,1417900
CASE-2026-NW-01069,Pulau Pinang,Agriculture,Suburban,Malay Reserve,8682,5881,10,3680000,552000,8000,4240000
CASE-2026-NW-01070,Selangor,Agriculture,Rural,Leasehold,9811,3256,37,1872000,280800,8000,2160800
