case_id,state,land_category,location_type,tenure_type,land_area_m2,acquisition_area_m2,building_age_years,market_value_myr,statutory_disturbance_myr,relocation_allowance_myr,recommended_compensation_myr
CASE-2026-NW-00651,Johor,Industry,Suburban,Leasehold,15687,14440,4,28864000,4329600,8000,33201600
CASE-2026-NW-00652,Johor,Industry,Urban,Freehold,19130,10022,2,31166000,4674900,8000,35848900
CASE-2026-NW-00653,Kelantan,Building,Rural,Freehold,390,229,30,398000,59700,8000,465700
CASE-2026-NW-00654,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Freehold,2897,2181,27,6859000,1028800,8000,7895800
CASE-2026-NW-00655,Selangor,Building,Suburban,Freehold,2344,1747,37,5838000,875700,8000,6721700
CASE-2026-NW-00656,Johor,Agriculture,Suburban,Leasehold,16402,12914,22,7495000,1124200,8000,8627200
CASE-2026-NW-00657,Selangor,Agriculture,Suburban,Leasehold,14600,11907,21,7960000,1194000,8000,9162000
CASE-2026-NW-00658,Perak,Agriculture,Rural,Leasehold,6448,5628,29,1765000,264800,8000,2037800
CASE-2026-NW-00659,Terengganu,Building,Suburban,Freehold,1869,1158,2,3167000,475000,8000,3650000
CASE-2026-NW-00660,Johor,Agriculture,Urban,Leasehold,6726,5899,20,3729000,559400,8000,4296400
CASE-2026-NW-00661,Terengganu,Building,Suburban,Freehold,615,379,7,992000,148800,8000,1148800
CASE-2026-NW-00662,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,8989,7585,31,5872000,880800,8000,6760800
CASE-2026-NW-00663,Johor,Building,Rural,Freehold,2643,1032,33,2525000,378800,8000,2911800
CASE-2026-NW-00664,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Leasehold,10718,6361,2,4951000,742600,8000,5701600
CASE-2026-NW-00665,Pulau Pinang,Building,Urban,Malay Reserve,1545,1017,33,3451000,517600,8000,3976600
CASE-2026-NW-00666,Johor,Agriculture,Urban,Freehold,4490,4013,35,2276000,341400,8000,2625400
CASE-2026-NW-00667,Kedah,Building,Rural,Freehold,2749,2160,36,4372000,655800,8000,5035800
CASE-2026-NW-00668,Sarawak,Agriculture,Rural,Leasehold,7667,6587,3,2592000,388800,8000,2988800
CASE-2026-NW-00669,Kelantan,Agriculture,Urban,Freehold,6743,2484,10,1432000,214800,8000,1654800
CASE-2026-NW-00670,Melaka,Industry,Urban,Freehold,3199,2984,21,7712000,1156800,8000,8876800
CASE-2026-NW-00671,Kedah,Agriculture,Urban,Leasehold,14884,4794,39,2497000,374600,8000,2879600
CASE-2026-NW-00672,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,998,511,32,2076000,311400,8000,2395400
CASE-2026-NW-00673,Selangor,Building,Rural,Leasehold,1374,631,10,1773000,266000,8000,2047000
CASE-2026-NW-00674,Pahang,Building,Urban,Freehold,1397,1269,1,4142000,621300,8000,4771300
CASE-2026-NW-00675,Negeri Sembilan,Building,Urban,Leasehold,1330,1010,28,2971000,445600,8000,3424600
CASE-2026-NW-00676,Perak,Agriculture,Rural,Freehold,12633,4116,18,1674000,251100,8000,1933100
CASE-2026-NW-00677,Wilayah Persekutuan Kuala Lumpur,Industry,Urban,Leasehold,9683,5448,8,20271000,3040600,8000,23319600
CASE-2026-NW-00678,Pulau Pinang,Building,Rural,Leasehold,1573,577,26,1740000,261000,8000,2009000
CASE-2026-NW-00679,Melaka,Building,Urban,Leasehold,629,419,38,1131000,169600,8000,1308600
CASE-2026-NW-00680,Pulau Pinang,Industry,Suburban,Freehold,20214,7125,20,21019000,3152800,8000,24179800
CASE-2026-NW-00681,Melaka,Industry,Rural,Leasehold,3247,1400,10,2713000,407000,8000,3128000
CASE-2026-NW-00682,Perak,Building,Suburban,Leasehold,2174,1642,28,3494000,524100,8000,4026100
CASE-2026-NW-00683,Negeri Sembilan,Agriculture,Rural,Freehold,17246,3870,7,1900000,285000,8000,2193000
CASE-2026-NW-00684,Melaka,Building,Rural,Malay Reserve,1523,610,17,1366000,204900,8000,1578900
CASE-2026-NW-00685,Selangor,Agriculture,Urban,Leasehold,15739,10856,0,9070000,1360500,8000,10438500
CASE-2026-NW-00686,Terengganu,Agriculture,Urban,Malay Reserve,8437,7133,37,3065000,459800,8000,3532800
CASE-2026-NW-00687,Johor,Agriculture,Rural,Freehold,3687,2412,12,1189000,178400,8000,1375400
CASE-2026-NW-00688,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Freehold,2617,1803,10,1587000,238000,8000,1833000
CASE-2026-NW-00689,Pahang,Building,Urban,Leasehold,685,629,23,1608000,241200,8000,1857200
CASE-2026-NW-00690,Johor,Agriculture,Urban,Freehold,9838,7490,38,5041000,756200,8000,5805200
CASE-2026-NW-00691,Selangor,Agriculture,Urban,Freehold,13124,2919,6,3172000,475800,8000,3655800
CASE-2026-NW-00692,Pahang,Industry,Urban,Freehold,13562,4796,21,11178000,1676700,8000,12862700
CASE-2026-NW-00693,Selangor,Agriculture,Rural,Freehold,6688,3559,17,2089000,313400,8000,2410400
CASE-2026-NW-00694,Wilayah Persekutuan Kuala Lumpur,Agriculture,Rural,Leasehold,2694,2242,3,1440000,216000,8000,1664000
CASE-2026-NW-00695,Selangor,Agriculture,Urban,Freehold,9090,2133,24,1947000,292000,8000,2247000
CASE-2026-NW-00696,Negeri Sembilan,Industry,Rural,Freehold,17388,12779,13,25547000,3832000,8000,29387000
CASE-2026-NW-00697,Sabah,Agriculture,Urban,Freehold,3514,1902,37,1096000,164400,8000,1268400
CASE-2026-NW-00698,Pulau Pinang,Building,Urban,Freehold,941,470,36,1830000,274500,8000,2112500
CASE-2026-NW-00699,Selangor,Building,Urban,Freehold,441,280,31,1199000,179800,8000,1386800
CASE-2026-NW-00700,Selangor,Building,Rural,Freehold,1695,1481,30,3635000,545200,8000,4188200
CASE-2026-NW-00701,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,1185,527,29,2572000,385800,8000,2965800
CASE-2026-NW-00702,Selangor,Building,Rural,Freehold,606,502,12,1683000,252400,8000,1943400
CASE-2026-NW-00703,Wilayah Persekutuan Labuan,Agriculture,Urban,Freehold,3009,1254,16,822000,123300,8000,953300
CASE-2026-NW-00704,Terengganu,Agriculture,Urban,Leasehold,8599,1914,36,1023000,153400,8000,1184400
CASE-2026-NW-00705,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,1753,1280,34,4281000,642200,8000,4931200
CASE-2026-NW-00706,Melaka,Industry,Urban,Freehold,9226,6434,30,13937000,2090600,8000,16035600
CASE-2026-NW-00707,Selangor,Building,Suburban,Leasehold,733,436,23,1505000,225800,8000,1738800
CASE-2026-NW-00708,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,16783,4913,35,4796000,719400,8000,5523400
CASE-2026-NW-00709,Selangor,Building,Rural,Leasehold,1003,799,19,2329000,349400,8000,2686400
CASE-2026-NW-00710,Kelantan,Agriculture,Urban,Freehold,8292,7192,5,3348000,502200,8000,3858200
CASE-2026-NW-00711,Kedah,Agriculture,Suburban,Freehold,7700,4149,4,2312000,346800,8000,2666800
CASE-2026-NW-00712,Melaka,Agriculture,Urban,Leasehold,12943,5723,37,3630000,544500,8000,4182500
CASE-2026-NW-00713,Terengganu,Building,Urban,Freehold,442,256,33,722000,108300,8000,838300
CASE-2026-NW-00714,Perak,Building,Suburban,Leasehold,342,194,20,525000,78800,8000,611800
CASE-2026-NW-00715,Negeri Sembilan,Building,Suburban,Freehold,618,452,7,1503000,225400,8000,1736400
CASE-2026-NW-00716,Johor,Agriculture,Suburban,Freehold,3318,1999,30,1252000,187800,8000,1447800
CASE-2026-NW-00717,Selangor,Agriculture,Suburban,Freehold,2485,1551,1,1280000,192000,8000,1480000
CASE-2026-NW-00718,Pulau Pinang,Building,Rural,Leasehold,2813,1201,2,4289000,643400,8000,4940400
CASE-2026-NW-00719,Selangor,Building,Suburban,Leasehold,712,281,4,1127000,169000,8000,1304000
CASE-2026-NW-00720,Wilayah Persekutuan Putrajaya,Agriculture,Suburban,Leasehold,16740,10392,34,6473000,971000,8000,7452000
CASE-2026-NW-00721,Johor,Agriculture,Suburban,Malay Reserve,12856,11471,10,5398000,809700,8000,6215700
CASE-2026-NW-00722,Selangor,Building,Urban,Freehold,2613,863,3,4304000,645600,8000,4957600
CASE-2026-NW-00723,Johor,Industry,Rural,Freehold,23149,17354,28,31945000,4791800,8000,36744800
CASE-2026-NW-00724,Pahang,Building,Suburban,Freehold,1806,630,6,1898000,284700,8000,2190700
CASE-2026-NW-00725,Sabah,Building,Urban,Malay Reserve,303,247,39,634000,95100,8000,737100
CASE-2026-NW-00726,Sabah,Building,Rural,Leasehold,715,314,14,724000,108600,8000,840600
CASE-2026-NW-00727,Negeri Sembilan,Building,Urban,Freehold,696,363,26,1241000,186200,8000,1435200
CASE-2026-NW-00728,Selangor,Building,Suburban,Freehold,940,854,38,2801000,420200,8000,3229200
CASE-2026-NW-00729,Pulau Pinang,Building,Rural,Leasehold,1260,555,31,1646000,246900,8000,1900900
CASE-2026-NW-00730,Sarawak,Building,Suburban,Freehold,2498,1365,29,3791000,568600,8000,4367600
CASE-2026-NW-00731,Johor,Industry,Rural,Freehold,7932,4215,16,8363000,1254400,8000,9625400
CASE-2026-NW-00732,Melaka,Building,Suburban,Leasehold,2458,1551,32,4295000,644200,8000,4947200
CASE-2026-NW-00733,Johor,Agriculture,Rural,Freehold,10297,8991,38,3503000,525400,8000,4036400
CASE-2026-NW-00734,Pahang,Building,Suburban,Malay Reserve,1694,1364,17,3028000,454200,8000,3490200
CASE-2026-NW-00735,Selangor,Industry,Rural,Freehold,16309,5484,17,14418000,2162700,8000,16588700
CASE-2026-NW-00736,Selangor,Agriculture,Rural,Leasehold,13189,10280,36,4681000,702200,8000,5391200
CASE-2026-NW-00737,Perak,Building,Urban,Leasehold,230,154,11,472000,70800,8000,550800
CASE-2026-NW-00738,Selangor,Agriculture,Urban,Leasehold,15744,4744,0,4378000,656700,8000,5042700
CASE-2026-NW-00739,Negeri Sembilan,Agriculture,Suburban,Freehold,18647,11441,23,5945000,891800,8000,6844800
CASE-2026-NW-00740,Sarawak,Building,Urban,Leasehold,1855,495,35,1406000,210900,8000,1624900
CASE-2026-NW-00741,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,703,389,34,1744000,261600,8000,2013600
CASE-2026-NW-00742,Melaka,Agriculture,Urban,Freehold,9206,3072,39,1908000,286200,8000,2202200
CASE-2026-NW-00743,Pulau Pinang,Industry,Suburban,Freehold,1881,686,10,1982000,297300,8000,2287300
CASE-2026-NW-00744,Kedah,Agriculture,Urban,Leasehold,9147,2313,1,1465000,219800,8000,1692800
CASE-2026-NW-00745,Melaka,Agriculture,Urban,Malay Reserve,8989,3931,24,2118000,317700,8000,2443700
CASE-2026-NW-00746,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,482,390,12,1597000,239600,8000,1844600
CASE-2026-NW-00747,Selangor,Agriculture,Suburban,Freehold,11277,5906,32,4602000,690300,8000,5300300
CASE-2026-NW-00748,Pulau Pinang,Industry,Suburban,Freehold,7326,4108,20,12108000,1816200,8000,13932200
CASE-2026-NW-00749,Johor,Building,Urban,Freehold,1887,989,1,4024000,603600,8000,4635600
CASE-2026-NW-00750,Selangor,Building,Urban,Leasehold,1148,604,22,2882000,432300,8000,3322300
CASE-2026-NW-00751,Pahang,Building,Suburban,Freehold,2834,2218,13,5930000,889500,8000,6827500
CASE-2026-NW-00752,Johor,Agriculture,Urban,Freehold,12834,10016,19,6869000,1030400,8000,7907400
CASE-2026-NW-00753,Kelantan,Building,Rural,Freehold,2269,719,9,1961000,294200,8000,2263200
CASE-2026-NW-00754,Perak,Building,Suburban,Freehold,1311,1222,19,2994000,449100,8000,3451100
CASE-2026-NW-00755,Pulau Pinang,Agriculture,Suburban,Freehold,14661,5588,8,4201000,630200,8000,4839200
CASE-2026-NW-00756,Pulau Pinang,Agriculture,Urban,Malay Reserve,16478,10537,37,7364000,1104600,8000,8476600
CASE-2026-NW-00757,Kelantan,Building,Urban,Leasehold,627,389,24,968000,145200,8000,1121200
CASE-2026-NW-00758,Negeri Sembilan,Building,Urban,Freehold,2428,1659,22,5128000,769200,8000,5905200
CASE-2026-NW-00759,Selangor,Building,Rural,Leasehold,2429,1697,17,4921000,738200,8000,5667200
CASE-2026-NW-00760,Melaka,Agriculture,Suburban,Leasehold,2664,2391,15,1104000,165600,8000,1277600
CASE-2026-NW-00761,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Leasehold,19232,6689,15,5379000,806800,8000,6193800
CASE-2026-NW-00762,Selangor,Industry,Urban,Leasehold,18519,14476,7,48563000,7284400,8000,55855400
CASE-2026-NW-00763,Kelantan,Building,Urban,Leasehold,852,453,7,1251000,187600,8000,1446600
CASE-2026-NW-00764,Johor,Building,Rural,Freehold,1686,1061,17,3159000,473800,8000,3640800
CASE-2026-NW-00765,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,180,96,20,378000,56700,8000,442700
CASE-2026-NW-00766,Selangor,Building,Urban,Freehold,160,114,8,571000,85600,8000,664600
CASE-2026-NW-00767,Sarawak,Building,Suburban,Freehold,543,425,13,1228000,184200,8000,1420200
CASE-2026-NW-00768,Selangor,Building,Suburban,Freehold,2100,1148,38,4285000,642800,8000,4935800
CASE-2026-NW-00769,Johor,Building,Suburban,Malay Reserve,2338,1304,9,3899000,584800,8000,4491800
CASE-2026-NW-00770,Pulau Pinang,Building,Urban,Leasehold,359,145,18,580000,87000,8000,675000
CASE-2026-NW-00771,Kedah,Agriculture,Rural,Leasehold,9017,4424,34,1574000,236100,8000,1818100
CASE-2026-NW-00772,Johor,Building,Suburban,Leasehold,2357,1714,33,4926000,738900,8000,5672900
CASE-2026-NW-00773,Kelantan,Building,Rural,Freehold,2101,1813,36,3357000,503600,8000,3868600
CASE-2026-NW-00774,Selangor,Agriculture,Urban,Freehold,5623,3944,10,3551000,532600,8000,4091600
CASE-2026-NW-00775,Johor,Building,Rural,Leasehold,547,438,32,1066000,159900,8000,1233900
CASE-2026-NW-00776,Kedah,Agriculture,Urban,Freehold,4941,1370,36,721000,108200,8000,837200
CASE-2026-NW-00777,Selangor,Agriculture,Suburban,Freehold,12412,4175,28,3383000,507400,8000,3898400
CASE-2026-NW-00778,Selangor,Agriculture,Urban,Freehold,17648,5277,6,5378000,806700,8000,6192700
CASE-2026-NW-00779,Melaka,Building,Urban,Leasehold,1679,1449,11,4455000,668200,8000,5131200
CASE-2026-NW-00780,Perak,Building,Suburban,Freehold,618,496,22,1190000,178500,8000,1376500
CASE-2026-NW-00781,Negeri Sembilan,Industry,Suburban,Leasehold,8530,5781,32,11079000,1661800,8000,12748800
CASE-2026-NW-00782,Perak,Agriculture,Urban,Leasehold,11820,10247,23,5054000,758100,8000,5820100
CASE-2026-NW-00783,Kedah,Building,Urban,Freehold,658,245,12,918000,137700,8000,1063700
CASE-2026-NW-00784,Negeri Sembilan,Building,Urban,Leasehold,1826,1057,32,3097000,464600,8000,3569600
CASE-2026-NW-00785,Pulau Pinang,Building,Urban,Leasehold,2538,2395,27,8148000,1222200,8000,9378200
CASE-2026-NW-00786,Sarawak,Agriculture,Suburban,Freehold,17671,11554,19,6195000,929200,8000,7132200
CASE-2026-NW-00787,Johor,Building,Rural,Leasehold,2724,1538,21,3640000,546000,8000,4194000
CASE-2026-NW-00788,Selangor,Agriculture,Suburban,Freehold,2598,890,14,753000,113000,8000,874000
CASE-2026-NW-00789,Melaka,Agriculture,Urban,Freehold,5974,3299,20,2069000,310400,8000,2387400
CASE-2026-NW-00790,Perak,Agriculture,Suburban,Freehold,18311,8005,2,4305000,645800,8000,4958800
CASE-2026-NW-00791,Perak,Building,Urban,Leasehold,2532,2001,4,5864000,879600,8000,6751600
CASE-2026-NW-00792,Pahang,Building,Rural,Freehold,2971,1038,30,2193000,329000,8000,2530000
CASE-2026-NW-00793,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Leasehold,1216,393,21,1381000,207200,8000,1596200
CASE-2026-NW-00794,Johor,Agriculture,Urban,Leasehold,14273,9315,9,6693000,1004000,8000,7705000
CASE-2026-NW-00795,Pahang,Agriculture,Suburban,Freehold,17517,14282,10,7087000,1063000,8000,8158000
CASE-2026-NW-00796,Selangor,Agriculture,Suburban,Leasehold,9974,3281,23,2723000,408400,8000,3139400
CASE-2026-NW-00797,Wilayah Persekutuan Putrajaya,Agriculture,Urban,Leasehold,3356,2478,0,1935000,290200,8000,2233200
CASE-2026-NW-00798,Selangor,Agriculture,Suburban,Freehold,15633,6284,24,4659000,698800,8000,5365800
CASE-2026-NW-00799,Pulau Pinang,Building,Suburban,Leasehold,255,226,3,739000,110800,8000,857800
CASE-2026-NW-00800,Selangor,Building,Suburban,Leasehold,2084,1002,37,3520000,528000,8000,4056000
CASE-2026-NW-00801,Sarawak,Building,Urban,Freehold,1314,981,22,3014000,452100,8000,3474100
CASE-2026-NW-00802,Johor,Agriculture,Suburban,Leasehold,14222,9334,19,5429000,814400,8000,6251400
CASE-2026-NW-00803,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,1748,441,28,2212000,331800,8000,2551800
CASE-2026-NW-00804,Pahang,Agriculture,Urban,Leasehold,5445,4758,35,2185000,327800,8000,2520800
CASE-2026-NW-00805,Pahang,Building,Urban,Freehold,1246,875,37,2407000,361000,8000,2776000
CASE-2026-NW-00806,Perak,Building,Urban,Freehold,842,391,13,1349000,202400,8000,1559400
CASE-2026-NW-00807,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,12159,3920,5,4241000,636200,8000,4885200
CASE-2026-NW-00808,Negeri Sembilan,Agriculture,Suburban,Leasehold,5233,2838,29,1379000,206800,8000,1593800
CASE-2026-NW-00809,Terengganu,Building,Urban,Leasehold,2141,1900,20,4941000,741200,8000,5690200
CASE-2026-NW-00810,Wilayah Persekutuan Labuan,Agriculture,Suburban,Leasehold,13048,4987,2,2770000,415500,8000,3193500
CASE-2026-NW-00811,Terengganu,Building,Suburban,Leasehold,1019,767,29,1911000,286600,8000,2205600
CASE-2026-NW-00812,Melaka,Building,Rural,Leasehold,2252,1465,19,3289000,493400,8000,3790400
CASE-2026-NW-00813,Johor,Agriculture,Urban,Leasehold,16305,5084,33,3509000,526400,8000,4043400
CASE-2026-NW-00814,Melaka,Building,Rural,Freehold,2968,2228,31,5763000,864400,8000,6635400
CASE-2026-NW-00815,Pulau Pinang,Building,Urban,Malay Reserve,919,551,18,2097000,314600,8000,2419600
CASE-2026-NW-00816,Perak,Agriculture,Suburban,Leasehold,12079,10641,36,3731000,559600,8000,4298600
CASE-2026-NW-00817,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,13526,8289,24,6927000,1039000,8000,7974000
CASE-2026-NW-00818,Selangor,Agriculture,Suburban,Freehold,5426,1859,33,1304000,195600,8000,1507600
CASE-2026-NW-00819,Johor,Agriculture,Rural,Leasehold,11321,8954,22,4186000,627900,8000,4821900
CASE-2026-NW-00820,Melaka,Agriculture,Urban,Leasehold,15236,11948,36,6669000,1000400,8000,7677400
CASE-2026-NW-00821,Pahang,Agriculture,Urban,Leasehold,18884,16485,17,8950000,1342500,8000,10300500
CASE-2026-NW-00822,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,2047,915,9,4662000,699300,8000,5369300
CASE-2026-NW-00823,Pulau Pinang,Agriculture,Rural,Leasehold,17784,3911,20,2354000,353100,8000,2715100
CASE-2026-NW-00824,Johor,Agriculture,Suburban,Leasehold,18539,14147,27,7868000,1180200,8000,9056200
CASE-2026-NW-00825,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,10936,9093,33,7869000,1180400,8000,9057400
CASE-2026-NW-00826,Perak,Industry,Suburban,Freehold,24144,18551,32,32627000,4894000,8000,37529000
CASE-2026-NW-00827,Johor,Industry,Urban,Leasehold,8699,5299,30,14439000,2165800,8000,16612800
CASE-2026-NW-00828,Selangor,Agriculture,Rural,Leasehold,19287,17200,29,9495000,1424200,8000,10927200
CASE-2026-NW-00829,Selangor,Building,Urban,Malay Reserve,1765,929,35,3321000,498200,8000,3827200
CASE-2026-NW-00830,Kelantan,Industry,Rural,Freehold,4574,1795,12,2975000,446200,8000,3429200
CASE-2026-NW-00831,Selangor,Agriculture,Rural,Leasehold,4273,909,0,578000,86700,8000,672700
CASE-2026-NW-00832,Pulau Pinang,Agriculture,Rural,Leasehold,18879,6383,26,4202000,630300,8000,4840300
CASE-2026-NW-00833,Selangor,Industry,Rural,Freehold,2382,1238,29,2798000,419700,8000,3225700
CASE-2026-NW-00834,Sabah,Agriculture,Rural,Freehold,6760,2689,24,1173000,176000,8000,1357000
CASE-2026-NW-00835,Negeri Sembilan,Agriculture,Rural,Freehold,4116,1698,34,646000,96900,8000,750900
CASE-2026-NW-00836,Selangor,Agriculture,Suburban,Freehold,7043,4243,3,3112000,466800,8000,3586800
CASE-2026-NW-00837,Selangor,Agriculture,Urban,Leasehold,19568,5357,16,4929000,739400,8000,5676400
CASE-2026-NW-00838,Kedah,Industry,Suburban,Leasehold,6368,3967,17,7114000,1067100,8000,8189100
CASE-2026-NW-00839,Pulau Pinang,Building,Suburban,Leasehold,676,341,27,1193000,179000,8000,1380000
CASE-2026-NW-00840,Perak,Building,Suburban,Leasehold,967,786,14,1808000,271200,8000,2087200
CASE-2026-NW-00841,Melaka,Building,Suburban,Freehold,2225,1602,6,4847000,727000,8000,5582000
CASE-2026-NW-00842,Selangor,Agriculture,Rural,Leasehold,8816,2333,27,1444000,216600,8000,1668600
CASE-2026-NW-00843,Negeri Sembilan,Agriculture,Suburban,Freehold,5796,4882,16,2112000,316800,8000,2436800
CASE-2026-NW-00844,Terengganu,Agriculture,Suburban,Freehold,8024,6071,36,2609000,391400,8000,3008400
CASE-2026-NW-00845,Negeri Sembilan,Agriculture,Urban,Freehold,18564,4984,14,3638000,545700,8000,4191700
CASE-2026-NW-00846,Pulau Pinang,Industry,Urban,Freehold,8752,6156,15,17212000,2581800,8000,19801800
CASE-2026-NW-00847,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,2217,1596,20,7943000,1191400,8000,9142400
CASE-2026-NW-00848,Johor,Building,Urban,Freehold,2830,2272,23,8269000,1240400,8000,9517400
CASE-2026-NW-00849,Johor,Building,Rural,Freehold,859,446,7,1248000,187200,8000,1443200
CASE-2026-NW-00850,Selangor,Agriculture,Suburban,Leasehold,4713,4226,3,2775000,416200,8000,3199200
CASE-2026-NW-00851,Kelantan,Industry,Suburban,Leasehold,2135,1254,14,2177000,326600,8000,2511600
CASE-2026-NW-00852,Perak,Building,Urban,Freehold,842,244,6,900000,135000,8000,1043000
CASE-2026-NW-00853,Pulau Pinang,Building,Urban,Freehold,1577,580,17,2516000,377400,8000,2901400
CASE-2026-NW-00854,Selangor,Agriculture,Urban,Leasehold,12402,3108,33,2697000,404600,8000,3109600
CASE-2026-NW-00855,Perlis,Building,Urban,Freehold,341,289,28,794000,119100,8000,921100
CASE-2026-NW-00856,Johor,Agriculture,Urban,Freehold,2583,2284,26,1499000,224800,8000,1731800
CASE-2026-NW-00857,Pulau Pinang,Agriculture,Suburban,Malay Reserve,19228,10749,22,6998000,1049700,8000,8055700
CASE-2026-NW-00858,Pahang,Agriculture,Rural,Leasehold,12703,11102,1,3754000,563100,8000,4325100
CASE-2026-NW-00859,Kelantan,Building,Urban,Leasehold,940,752,33,1746000,261900,8000,2015900
CASE-2026-NW-00860,Pulau Pinang,Building,Rural,Freehold,1129,948,4,3340000,501000,8000,3849000
CASE-2026-NW-00861,Selangor,Agriculture,Suburban,Freehold,6469,2121,7,1877000,281600,8000,2166600
CASE-2026-NW-00862,Selangor,Building,Rural,Leasehold,1066,758,2,2514000,377100,8000,2899100
CASE-2026-NW-00863,Pulau Pinang,Building,Urban,Freehold,340,129,37,543000,81400,8000,632400
CASE-2026-NW-00864,Selangor,Building,Suburban,Freehold,2513,1579,34,5282000,792300,8000,6082300
CASE-2026-NW-00865,Kedah,Building,Urban,Leasehold,1689,843,13,2456000,368400,8000,2832400
CASE-2026-NW-00866,Selangor,Industry,Suburban,Leasehold,11759,5788,25,15410000,2311500,8000,17729500
CASE-2026-NW-00867,Pulau Pinang,Industry,Suburban,Leasehold,3467,3250,30,7381000,1107200,8000,8496200
CASE-2026-NW-00868,Selangor,Agriculture,Rural,Leasehold,18692,8351,20,4857000,728600,8000,5593600
CASE-2026-NW-00869,Perak,Building,Suburban,Leasehold,2350,1232,37,2720000,408000,8000,3136000
CASE-2026-NW-00870,Johor,Agriculture,Urban,Malay Reserve,7586,6634,0,3934000,590100,8000,4532100
CASE-2026-NW-00871,Melaka,Building,Suburban,Leasehold,362,231,32,549000,82400,8000,639400
CASE-2026-NW-00872,Kelantan,Building,Suburban,Freehold,890,475,6,1254000,188100,8000,1450100
CASE-2026-NW-00873,Kelantan,Agriculture,Urban,Leasehold,9855,5187,26,2554000,383100,8000,2945100
CASE-2026-NW-00874,Selangor,Building,Suburban,Leasehold,2670,2294,15,8303000,1245400,8000,9556400
CASE-2026-NW-00875,Pulau Pinang,Building,Suburban,Leasehold,646,473,7,1596000,239400,8000,1843400
CASE-2026-NW-00876,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,450,204,32,851000,127600,8000,986600
CASE-2026-NW-00877,Terengganu,Industry,Urban,Leasehold,18100,15071,16,29326000,4398900,8000,33732900
CASE-2026-NW-00878,Johor,Agriculture,Suburban,Freehold,10258,4603,0,2945000,441800,8000,3394800
CASE-2026-NW-00879,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,17921,16086,28,13768000,2065200,8000,15841200
CASE-2026-NW-00880,Pulau Pinang,Building,Rural,Freehold,1343,1067,38,2637000,395600,8000,3040600
CASE-2026-NW-00881,Pulau Pinang,Building,Urban,Leasehold,604,207,6,880000,132000,8000,1020000
CASE-2026-NW-00882,Selangor,Agriculture,Suburban,Leasehold,6544,4809,36,3270000,490500,8000,3768500
CASE-2026-NW-00883,Sabah,Building,Rural,Malay Reserve,1073,641,28,1243000,186400,8000,1437400
CASE-2026-NW-00884,Sabah,Building,Suburban,Freehold,1610,1351,22,3927000,589000,8000,4524000
CASE-2026-NW-00885,Johor,Building,Urban,Freehold,1666,1263,33,3815000,572200,8000,4395200
CASE-2026-NW-00886,Johor,Building,Urban,Freehold,1834,1136,39,4023000,603400,8000,4634400
CASE-2026-NW-00887,Johor,Agriculture,Rural,Freehold,17462,5437,6,3215000,482200,8000,3705200
CASE-2026-NW-00888,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,10859,4625,9,4436000,665400,8000,5109400
CASE-2026-NW-00889,Negeri Sembilan,Agriculture,Suburban,Malay Reserve,2059,538,24,272000,40800,8000,320800
CASE-2026-NW-00890,Pahang,Building,Suburban,Freehold,575,196,29,517000,77600,8000,602600
CASE-2026-NW-00891,Pulau Pinang,Building,Urban,Leasehold,2239,1737,9,6594000,989100,8000,7591100
CASE-2026-NW-00892,Pahang,Building,Urban,Leasehold,311,97,34,290000,43500,8000,341500
CASE-2026-NW-00893,Perlis,Industry,Suburban,Freehold,6052,4801,4,10194000,1529100,8000,11731100
CASE-2026-NW-00894,Pulau Pinang,Building,Suburban,Freehold,958,343,33,1192000,178800,8000,1378800
CASE-2026-NW-00895,Selangor,Building,Urban,Freehold,884,715,18,3175000,476200,8000,3659200
CASE-2026-NW-00896,Selangor,Industry,Suburban,Freehold,15089,13614,11,38371000,5755600,8000,44134600
CASE-2026-NW-00897,Pulau Pinang,Agriculture,Suburban,Malay Reserve,10167,4682,8,3016000,452400,8000,3476400
